Voltage,Current,Temperature,SOC
-0.10061281167027808,-0.0377355265968804,36.01079378643148,-395.67881789870773
-0.10248786889248329,0.10319895016327285,36.11804705954161,-395.7603421257602
-0.1015503402813806,0.1280410168767343,35.59753117465743,-395.719580012234
-0.1015503402813806,0.10374828333384079,36.34980413220618,-395.719580012234
-0.12311349833674129,0.12889553514206176,36.151798089541316,-396.65710862333657
-0.12311349833674129,0.07554918057802062,36.12854737998596,-396.65710862333657
-0.12592608417004914,0.14488723410748516,36.215550035096285,-396.77939496391514
-0.12967619861445967,0.07329081087679645,35.83678847621083,-396.94244341802005
-0.09217505417035432,0.013474532303843212,36.11804705954161,-395.31195887697197
-0.09029999694814911,0.11839716788231947,36.15779827265237,-395.2304346499195
11.114104434339426,0.22075624866481602,36.11429694509721,91.91758410171418
11.119729606006043,0.19493758964812047,36.18254902798547,92.16215678287145
11.096291390728476,0.24279061250648448,35.94404174932096,91.14310394471636
11.095353862117374,0.1482442701498452,36.09104623554185,91.10234183119019
11.097228919339578,0.05955748161259944,35.95079195532091,91.18386605824253
11.096291390728476,0.14391064180425595,35.8795397808771,91.14310394471636
