Algo,RMSE,MAE,R-Squared,ExecutionTime
ols,2.309703063774787,1.8701384952134117,0.9820590999779257,0.0
DecisionTree,3.7722270870484027,2.0676635514018686,0.9521449710045552,0.0
RandomForest,1.6747252641474666,1.3240906542056012,0.9905676682091408,0.5161640644073486
GradientBoosting,4.301407132492985,3.3379330519102663,0.9377767018779459,0.04522204399108887
XtremeGradientBoost,2.4471866776045665,1.8642355332419143,0.979859691222308,0.05663275718688965
NN,5.417866411697586,3.032717347189645,0.9012837816229562,1.3872613906860352
DNN,2.171531276700746,1.4773511177134293,0.9841414270973121,3.3953723907470703
SVM Linear,2.171531276700746,2.9198020720859024,0.7768289803000537,0.0167233943939209
SVM RBF,2.171531276700746,4.0288726142317355,0.783552150846428,0.0167233943939209
