Voltage,Current,Temperature,SOC
11.20847926267281,2.3691158787804807,36.18479909665213,96.0208375075135
11.210354319895016,2.475564439832758,36.359554429761644,96.10236173456592
11.20847926267281,2.424110232856228,36.226050355540636,96.0208375075135
11.214104434339426,2.4173961607715087,36.2650515457625,96.26541018867069
11.209416791283912,2.4535911130100407,36.30030262153996,96.06159962103968
11.213166905728324,2.399817499313334,36.16154838709677,96.22464807514451
11.212229377117222,2.4247816400647,36.26430152287362,96.18388596161834
11.210354319895016,2.4104989776299326,36.22155021820735,96.10236173456592
11.207541734061707,2.4150157170323814,36.25080111087375,95.98007539398725
11.175665761284218,4.064113895077364,36.33780376598408,94.59416353409645
11.173790704062014,4.933220007934812,36.16604852443007,94.51263930704411
11.166290475173192,4.9635554063539535,36.36705465865047,94.18654239883442
11.155977660451063,4.734117252113407,35.92304110843227,93.73815915004622
11.152227546006651,4.901114535966064,36.23505063020721,93.57511069594136
11.14472731711783,4.724229255043183,36.3408038575396,93.24901378773176
11.143789788506728,4.945000152592548,36.33480367442854,93.20825167420558
11.143789788506728,4.923759269997253,36.307802850428786,93.20825167420558
11.140039674062319,4.805286416211432,36.12929740287484,93.04520322010082
11.131601916562394,4.838185369426558,36.08954618976409,92.67834419836495
11.12972685934019,4.909720755638294,35.99579332865383,92.59681997131261
11.12316415906247,4.752733542893765,36.215550035096285,92.31148517662918
11.124101687673573,4.926689046906949,36.25380120242928,92.35224729015535
11.120351573229163,4.926933194982757,36.23805072176275,92.18919883605058
11.120351573229163,4.937065340128788,36.24555095065158,92.18919883605058
11.110976287118136,4.78197027497177,36.216300057985165,91.78157770078855
11.114726401562548,4.959404889065219,36.23655067598499,91.94462615489338
11.112851344340342,4.96404370250557,36.37905502487259,91.86310192784096
11.106288644062625,4.960808740501115,36.28455214087343,91.57776713315761
11.10160100100711,4.958367259743034,36.25305117954039,91.37395656552651
11.10160100100711,5.01391094698935,36.367804681539354,91.37395656552651
11.095975829340494,4.989618213446455,36.248551042207104,91.12938388436932
11.093163243507187,4.946159855952636,36.25380120242928,91.00709754379072
11.093163243507187,4.9722226630451365,36.34455397198401,91.00709754379072
11.082850428785058,4.906302682576983,36.268051637318024,90.55871429500252
11.088475600451671,4.950188299203467,36.25905136265145,90.80328697615964
11.080975371562852,4.941643116550188,36.25680129398481,90.47719006795009
11.079100314340646,4.962945036164434,36.23805072176275,90.39566584089768
11.079100314340646,4.927055269020661,36.34980413220619,90.39566584089768
11.073475142674031,4.976678365428633,36.26730161442915,90.15109315974048
11.074412671285133,4.953545335245827,36.24705099642934,90.19185527326665
11.070662556840722,4.974969328897977,36.30330271309549,90.02880681916182
11.064099856563002,4.9328537858211,36.25680129398481,89.74347202447838
11.064099856563002,4.492349620044557,36.29355241554002,89.74347202447838
11.095975829340494,2.4668971831415756,36.31455305642872,91.12938388436932
11.092225714896085,2.254183172093874,35.91779094821008,90.96633543026455
11.096913357951598,2.1524344615009,36.08729612109745,91.17014599789557
11.0978508865627,2.256563615833003,36.04679488509781,91.21090811142174
11.096913357951598,2.3808349864192637,36.249301065095985,91.17014599789557
11.104413586840417,2.400244758445998,36.022044129764694,91.49624290610511
11.10160100100711,2.3171123386333816,36.26205145420698,91.37395656552651
11.104413586840417,2.4110483108005014,36.283052095095684,91.49624290610511
11.105351115451523,2.4266127506332604,36.28080202642902,91.53700501963144
11.104413586840417,2.4251478621784126,36.27855195776239,91.49624290610511
11.107226172673727,2.4472432630390335,36.35955442976165,91.61852924668378
11.103476058229315,2.3254744102298046,36.102296578875084,91.45548079257894
11.0978508865627,2.213288369396038,36.07979589220862,91.21090811142174
11.100663472396008,2.297031159398175,36.052045045319986,91.33319445200033
11.096913357951598,2.1930240791039757,35.923041108432265,91.17014599789557
11.099725943784906,2.1837464522232723,35.99204321420942,91.29243233847416
