Voltage,Current,Temperature,SOC
0.308438673055208,-0.12367564928129005,24.69450361644337,-248.11488151434813
0.3056260872219001,-0.10786706137272173,24.75075533310953,-248.20561008961613
0.30750114444410537,-0.11824335459456004,24.844508194219795,-248.1451243727708
0.30750114444410537,-0.11964720603045764,25.03201391644032,-248.1451243727708
0.30750114444410537,-0.11952513199255277,25.013263344218267,-248.1451243727708
0.30750114444410537,-0.270042420728172,24.788256477553638,-248.1451243727708
0.308438673055208,-0.11531357768486616,24.82575762199774,-248.11488151434813
0.30656361583300273,-0.10347239600817781,24.769505905331584,-248.17536723119343
0.30750114444410537,-0.12923001800591916,24.619501327555163,-248.1451243727708
0.3056260872219001,-0.10237372966704106,24.75075533310953,-248.20561008961613
0.30750114444410537,-0.14900601214636655,24.82575762199774,-248.1451243727708
0.3056260872219001,-0.10200750755332999,24.8820093386639,-248.20561008961613
0.30656361583300273,-0.11146824549088752,24.8820093386639,-248.17536723119343
0.308438673055208,-0.11073580126346405,24.95701162755211,-248.11488151434813
0.308438673055208,-0.12251594592119996,24.844508194219795,-248.11488151434813
0.30750114444410537,-0.10182439649647312,24.82575762199774,-248.1451243727708
0.30750114444410537,-0.11885372478407907,24.86325876644185,-248.1451243727708
0.30937620166631064,-0.11354350413525527,24.788256477553638,-248.08463865592546
0.30656361583300273,-0.0983452864162091,24.67575304422132,-248.17536723119343
0.308438673055208,-0.12636127811517506,24.75075533310953,-248.11488151434813
0.30750114444410537,-0.12050172429578243,24.807007049775684,-248.1451243727708
0.308438673055208,-0.1215393536179663,24.8820093386639,-248.11488151434813
0.30750114444410537,-0.10609698782311172,25.069515060884427,-248.1451243727708
0.30750114444410537,-0.11244483779411985,25.013263344218267,-248.1451243727708
0.30656361583300273,-0.11146824549088796,24.938261055330056,-248.17536723119343
0.30750114444410537,-0.11720572527237527,24.975762199774163,-248.1451243727708
0.30656361583300273,-0.1169615771965673,24.82575762199774,-248.17536723119343
0.30750114444410537,-0.11683950315866332,25.050764488662374,-248.1451243727708
0.308438673055208,-0.1174498733481828,24.900759910885952,-248.11488151434813
0.3056260872219001,-0.11085787530136759,24.919510483108006,-248.20561008961613
